order_id,order_date,product,category,region,sales_channel,quantity,unit_price,revenue,customer_id
ORD-103290,2024-09-10,Foam Roller,Fitness,North America,Retail Partner,2,20.76,41.52,CUST-2088
ORD-105794,2024-09-10,Bookshelf,Furniture,North America,Retail Partner,3,83.72,251.16,CUST-1880
ORD-107832,2024-09-10,Mechanical Keyboard,Electronics,Europe,Direct Sales,1,79.45,79.45,CUST-1113
ORD-107524,2024-09-10,Ergonomic Chair,Furniture,Europe,Direct Sales,4,215.54,862.16,CUST-3492
ORD-102745,2024-09-10,Bookshelf,Furniture,Europe,Direct Sales,4,81.43,325.72,CUST-2749
ORD-105436,2024-09-10,Whiteboard,Office Supplies,North America,Online,2,36.05,72.1,CUST-2511
ORD-104895,2024-09-10,Stapler,Office Supplies,North America,Direct Sales,4,9.36,37.44,CUST-3415
ORD-101865,2024-09-10,Bookshelf,Furniture,Europe,Online,2,88.62,177.24,CUST-1904
ORD-107876,2024-09-10,Mechanical Keyboard,Electronics,Asia Pacific,Online,5,72.25,361.25,CUST-1543
ORD-106290,2024-09-11,Webcam HD,Electronics,North America,Online,4,46.5,186.0,CUST-2605
ORD-105510,2024-09-11,Standing Desk,Furniture,North America,Direct Sales,4,359.19,1436.76,CUST-1382
ORD-100163,2024-09-11,Resistance Bands,Fitness,North America,Online,4,12.81,51.24,CUST-2890
ORD-106653,2024-09-11,Foam Roller,Fitness,Europe,Online,2,19.48,38.96,CUST-3291
ORD-100686,2024-09-12,Whiteboard,Office Supplies,North America,Online,2,37.68,75.36,CUST-2060
ORD-105816,2024-09-12,Resistance Bands,Fitness,Europe,Online,1,13.51,13.51,CUST-1485
ORD-103484,2024-09-12,Whiteboard,Office Supplies,North America,Online,1,41.38,41.38,CUST-2082
ORD-101687,2024-09-12,Foam Roller,Fitness,Europe,Direct Sales,2,20.85,41.7,CUST-2705
ORD-102914,2024-09-12,Notebook Set,Office Supplies,Europe,Online,3,10.27,30.81,CUST-2228
ORD-101339,2024-09-12,Bookshelf,Furniture,North America,Direct Sales,5,89.48,447.4,CUST-2171
ORD-102508,2024-09-12,Whiteboard,Office Supplies,Latin America,Online,2,40.47,80.94,CUST-1040
ORD-102075,2024-09-12,Whiteboard,Office Supplies,North America,Direct Sales,2,37.3,74.6,CUST-3223
ORD-103141,2024-09-12,Foam Roller,Fitness,Asia Pacific,Online,3,18.1,54.3,CUST-2115
ORD-105195,2024-09-12,Ergonomic Chair,Furniture,Europe,Retail Partner,3,220.11,660.33,CUST-1148
ORD-101130,2024-09-12,Webcam HD,Electronics,Europe,Online,3,38.76,116.28,CUST-3207
ORD-103478,2024-09-13,Whiteboard,Office Supplies,North America,Retail Partner,1,35.97,35.97,CUST-1328
ORD-105772,2024-09-13,Notebook Set,Office Supplies,North America,Online,1,9.33,9.33,CUST-2841
ORD-100162,2024-09-13,Sticky Notes Pack,Office Supplies,North America,Direct Sales,1,4.37,4.37,CUST-3416
ORD-105314,2024-09-13,Sticky Notes Pack,Office Supplies,North America,Online,4,4.67,18.68,CUST-3755
ORD-100961,2024-09-13,Whiteboard,Office Supplies,Latin America,Online,2,40.37,80.74,CUST-2774
ORD-101874,2024-09-13,Standing Desk,Furniture,North America,Online,1,316.61,316.61,CUST-3211
ORD-103765,2024-09-13,Sticky Notes Pack,Office Supplies,Asia Pacific,Direct Sales,3,4.92,14.76,CUST-2904
ORD-101761,2024-09-13,Bookshelf,Furniture,Europe,Retail Partner,3,77.25,231.75,CUST-3390
ORD-103652,2024-09-13,Mechanical Keyboard,Electronics,Asia Pacific,Online,3,75.66,226.98,CUST-1350
ORD-106947,2024-09-13,Desk Lamp,Furniture,Latin America,Retail Partner,1,26.1,26.1,CUST-3874
ORD-100143,2024-09-13,Bookshelf,Furniture,Latin America,Online,4,77.67,310.68,CUST-3968
ORD-102563,2024-09-13,Ergonomic Chair,Furniture,Asia Pacific,Retail Partner,4,196.59,786.36,CUST-3291
ORD-103546,2024-09-13,Desk Lamp,Furniture,Europe,Online,3,22.3,66.9,CUST-2241
ORD-103617,2024-09-13,Mechanical Keyboard,Electronics,Asia Pacific,Direct Sales,2,77.76,155.52,CUST-1877
ORD-106133,2024-09-13,Wireless Mouse,Electronics,Asia Pacific,Retail Partner,4,19.31,77.24,CUST-2064
ORD-102191,2024-09-14,Foam Roller,Fitness,Asia Pacific,Online,5,18.21,91.05,CUST-1339
ORD-101834,2024-09-14,Bookshelf,Furniture,Asia Pacific,Online,4,83.51,334.04,CUST-2480
ORD-105733,2024-09-14,USB-C Hub,Electronics,North America,Online,3,36.13,108.39,CUST-2183
ORD-105201,2024-09-14,Mechanical Keyboard,Electronics,Asia Pacific,Online,5,69.79,348.95,CUST-3901
ORD-100064,2024-09-14,Water Bottle,Fitness,Asia Pacific,Online,5,13.58,67.9,CUST-2978
ORD-103259,2024-09-14,Water Bottle,Fitness,North America,Online,5,12.56,62.8,CUST-1464
ORD-101494,2024-09-14,Stapler,Office Supplies,North America,Online,5,7.86,39.3,CUST-2753
ORD-100372,2024-09-14,Mechanical Keyboard,Electronics,Europe,Direct Sales,4,80.76,323.04,CUST-1415
ORD-107434,2024-09-14,Bookshelf,Furniture,Europe,Online,3,77.26,231.78,CUST-3472
ORD-105447,2024-09-14,Foam Roller,Fitness,North America,Retail Partner,2,20.17,40.34,CUST-3362
ORD-100495,2024-09-15,Sticky Notes Pack,Office Supplies,North America,Direct Sales,5,4.45,22.25,CUST-2953
ORD-103271,2024-09-15,Wireless Mouse,Electronics,Europe,Online,2,17.48,34.96,CUST-3917
ORD-100906,2024-09-15,Stapler,Office Supplies,Latin America,Online,5,8.36,41.8,CUST-3407
ORD-101718,2024-09-15,Sticky Notes Pack,Office Supplies,North America,Retail Partner,4,4.68,18.72,CUST-3858
ORD-103415,2024-09-15,Resistance Bands,Fitness,Asia Pacific,Online,3,13.46,40.38,CUST-1924
ORD-102356,2024-09-15,Desk Lamp,Furniture,North America,Retail Partner,3,24.27,72.81,CUST-2550
ORD-103697,2024-09-15,Sticky Notes Pack,Office Supplies,North America,Retail Partner,4,4.3,17.2,CUST-2753
ORD-100959,2024-09-15,Foam Roller,Fitness,Asia Pacific,Online,2,17.69,35.38,CUST-3193
ORD-101251,2024-09-15,Sticky Notes Pack,Office Supplies,Latin America,Online,5,4.82,24.1,CUST-2272
ORD-105854,2024-09-15,Whiteboard,Office Supplies,Asia Pacific,Online,5,36.61,183.05,CUST-3479
ORD-105706,2024-09-15,Bookshelf,Furniture,North America,Retail Partner,1,93.63,93.63,CUST-3632
ORD-107751,2024-09-15,Ergonomic Chair,Furniture,Europe,Online,3,228.2,684.6,CUST-1274
ORD-104876,2024-09-15,Standing Desk,Furniture,Europe,Online,1,336.07,336.07,CUST-1513
ORD-106812,2024-09-15,Desk Lamp,Furniture,Latin America,Direct Sales,3,23.99,71.97,CUST-2226
ORD-103764,2024-09-15,Stapler,Office Supplies,North America,Online,4,7.69,30.76,CUST-3570
ORD-105721,2024-09-16,Mechanical Keyboard,Electronics,North America,Retail Partner,5,74.72,373.6,CUST-3921
ORD-104317,2024-09-16,Bookshelf,Furniture,Europe,Online,1,76.98,76.98,CUST-3398
ORD-107001,2024-09-16,Whiteboard,Office Supplies,Asia Pacific,Retail Partner,4,41.47,165.88,CUST-2761
ORD-104029,2024-09-16,Stapler,Office Supplies,North America,Retail Partner,3,9.31,27.93,CUST-2950
ORD-107665,2024-09-16,Whiteboard,Office Supplies,North America,Retail Partner,5,40.27,201.35,CUST-1613
ORD-101583,2024-09-16,Sticky Notes Pack,Office Supplies,North America,Online,1,5.01,5.01,CUST-1384
ORD-103554,2024-09-16,Mechanical Keyboard,Electronics,Europe,Direct Sales,3,78.33,234.99,CUST-3332
ORD-103284,2024-09-16,Foam Roller,Fitness,North America,Retail Partner,3,18.65,55.95,CUST-3142
ORD-102016,2024-09-16,Ergonomic Chair,Furniture,Europe,Direct Sales,2,220.64,441.28,CUST-2200
ORD-101887,2024-09-16,Resistance Bands,Fitness,Latin America,Online,2,15.01,30.02,CUST-2941
ORD-104353,2024-09-16,Whiteboard,Office Supplies,Europe,Online,5,38.51,192.55,CUST-2505
ORD-104044,2024-09-16,Whiteboard,Office Supplies,Latin America,Online,2,37.74,75.48,CUST-2928
ORD-104146,2024-09-16,USB-C Hub,Electronics,Asia Pacific,Online,1,30.06,30.06,CUST-1164
ORD-103885,2024-09-16,Resistance Bands,Fitness,Europe,Online,2,15.0,30.0,CUST-3611
ORD-106504,2024-09-16,Desk Lamp,Furniture,North America,Online,1,22.34,22.34,CUST-2980
ORD-106998,2024-09-17,Standing Desk,Furniture,Latin America,Online,5,332.34,1661.7,CUST-1196
ORD-100571,2024-09-17,Stapler,Office Supplies,Latin America,Online,3,8.72,26.16,CUST-1041
ORD-106050,2024-09-17,Mechanical Keyboard,Electronics,Latin America,Online,2,68.41,136.82,CUST-2879
ORD-107267,2024-09-17,Sticky Notes Pack,Office Supplies,North America,Online,3,4.59,13.77,CUST-2862
ORD-107597,2024-09-17,Mechanical Keyboard,Electronics,Asia Pacific,Online,1,73.09,73.09,CUST-1031
ORD-104445,2024-09-17,Whiteboard,Office Supplies,North America,Online,4,40.68,162.72,CUST-2507
ORD-105728,2024-09-17,Stapler,Office Supplies,North America,Retail Partner,2,8.94,17.88,CUST-1717
ORD-103988,2024-09-17,Foam Roller,Fitness,Asia Pacific,Online,3,20.73,62.19,CUST-2390
ORD-104212,2024-09-17,Resistance Bands,Fitness,North America,Retail Partner,1,13.4,13.4,CUST-1340
ORD-100247,2024-09-17,Foam Roller,Fitness,Asia Pacific,Direct Sales,5,17.7,88.5,CUST-3159
ORD-101042,2024-09-17,Desk Lamp,Furniture,Asia Pacific,Online,3,25.13,75.39,CUST-3114
ORD-105729,2024-09-17,USB-C Hub,Electronics,Asia Pacific,Online,5,34.94,174.7,CUST-3536
ORD-101484,2024-09-17,Bookshelf,Furniture,Asia Pacific,Retail Partner,5,81.71,408.55,CUST-2958
ORD-102748,2024-09-17,Stapler,Office Supplies,Europe,Online,5,9.39,46.95,CUST-1798
ORD-101308,2024-09-17,Bookshelf,Furniture,Europe,Retail Partner,3,84.94,254.82,CUST-2527
ORD-101190,2024-09-17,Desk Lamp,Furniture,North America,Online,4,21.94,87.76,CUST-2108
ORD-102472,2024-09-17,Ergonomic Chair,Furniture,Europe,Online,5,221.16,1105.8,CUST-3450
ORD-101634,2024-09-17,Mechanical Keyboard,Electronics,Europe,Online,1,81.82,81.82,CUST-3024
ORD-104341,2024-09-18,Whiteboard,Office Supplies,Europe,Online,1,35.56,35.56,CUST-3774
ORD-101078,2024-09-18,Standing Desk,Furniture,Asia Pacific,Online,4,329.31,1317.24,CUST-2757
ORD-103923,2024-09-18,Sticky Notes Pack,Office Supplies,Europe,Direct Sales,4,4.71,18.84,CUST-2227
ORD-106554,2024-09-18,Bookshelf,Furniture,North America,Online,2,78.99,157.98,CUST-3569
ORD-100623,2024-09-18,Whiteboard,Office Supplies,North America,Online,5,35.54,177.7,CUST-3863
ORD-101224,2024-09-18,Water Bottle,Fitness,North America,Direct Sales,2,12.44,24.88,CUST-2125
ORD-103460,2024-09-18,Standing Desk,Furniture,Asia Pacific,Online,5,335.37,1676.85,CUST-3637
ORD-106411,2024-09-18,Ergonomic Chair,Furniture,Asia Pacific,Retail Partner,1,216.47,216.47,CUST-2545
ORD-107642,2024-09-18,Foam Roller,Fitness,North America,Direct Sales,2,20.41,40.82,CUST-3810
ORD-102289,2024-09-18,Mechanical Keyboard,Electronics,Asia Pacific,Retail Partner,1,73.62,73.62,CUST-2824
ORD-104825,2024-09-18,Resistance Bands,Fitness,North America,Online,4,13.43,53.72,CUST-2253
ORD-100424,2024-09-18,Water Bottle,Fitness,Asia Pacific,Retail Partner,5,12.52,62.6,CUST-2023
ORD-107315,2024-09-18,Whiteboard,Office Supplies,North America,Online,3,40.6,121.8,CUST-1034
ORD-102697,2024-09-18,Stapler,Office Supplies,North America,Retail Partner,4,8.4,33.6,CUST-3630
ORD-101479,2024-09-18,Desk Lamp,Furniture,Asia Pacific,Online,3,25.02,75.06,CUST-1715
ORD-100731,2024-09-19,Desk Lamp,Furniture,Europe,Online,4,21.8,87.2,CUST-3490
ORD-105891,2024-09-19,Mechanical Keyboard,Electronics,Europe,Online,2,79.26,158.52,CUST-3188
ORD-100274,2024-09-19,Fountain Pen,Office Supplies,Asia Pacific,Online,4,20.41,81.64,CUST-1993
ORD-102419,2024-09-19,Whiteboard,Office Supplies,Latin America,Online,4,35.37,141.48,CUST-1646
ORD-104735,2024-09-19,Stapler,Office Supplies,Europe,Retail Partner,4,7.7,30.8,CUST-3219
ORD-101677,2024-09-19,Foam Roller,Fitness,Europe,Online,2,20.98,41.96,CUST-3667
ORD-102494,2024-09-19,Webcam HD,Electronics,North America,Retail Partner,5,45.13,225.65,CUST-1960
ORD-100164,2024-09-19,Stapler,Office Supplies,Europe,Online,2,9.04,18.08,CUST-1814
ORD-107566,2024-09-19,Whiteboard,Office Supplies,North America,Online,2,39.41,78.82,CUST-3337
ORD-100971,2024-09-19,Standing Desk,Furniture,North America,Online,3,319.85,959.55,CUST-1908
ORD-100928,2024-09-19,Foam Roller,Fitness,North America,Online,4,20.45,81.8,CUST-3330
ORD-105626,2024-09-19,Bookshelf,Furniture,North America,Retail Partner,4,81.87,327.48,CUST-1989
ORD-107759,2024-09-19,Mechanical Keyboard,Electronics,Europe,Direct Sales,5,72.9,364.5,CUST-2281
ORD-100463,2024-09-19,Desk Lamp,Furniture,Europe,Online,3,23.78,71.34,CUST-3828
ORD-102069,2024-09-19,Water Bottle,Fitness,North America,Retail Partner,3,11.91,35.73,CUST-2222
ORD-104250,2024-09-19,Stapler,Office Supplies,Asia Pacific,Online,1,8.75,8.75,CUST-2043
ORD-107331,2024-09-20,Monitor Arm,Furniture,Asia Pacific,Online,4,61.03,244.12,CUST-2610
ORD-104561,2024-09-20,Standing Desk,Furniture,North America,Online,1,319.26,319.26,CUST-3926
ORD-101373,2024-09-20,Notebook Set,Office Supplies,Latin America,Retail Partner,4,10.11,40.44,CUST-1070
ORD-101184,2024-09-20,Resistance Bands,Fitness,North America,Online,3,15.67,47.01,CUST-1429
ORD-104658,2024-09-20,Foam Roller,Fitness,Asia Pacific,Online,2,20.77,41.54,CUST-2602
ORD-105303,2024-09-20,Wireless Mouse,Electronics,North America,Online,1,17.83,17.83,CUST-2428
ORD-103208,2024-09-20,Foam Roller,Fitness,Latin America,Online,1,17.91,17.91,CUST-3040
ORD-105799,2024-09-20,Stapler,Office Supplies,North America,Online,1,8.27,8.27,CUST-1681
ORD-103562,2024-09-20,Sticky Notes Pack,Office Supplies,North America,Retail Partner,2,4.67,9.34,CUST-1429
ORD-105023,2024-09-20,Wireless Mouse,Electronics,Latin America,Online,3,20.61,61.83,CUST-3805
ORD-107154,2024-09-21,Notebook Set,Office Supplies,Europe,Online,3,8.97,26.91,CUST-3614
ORD-106575,2024-09-21,Adjustable Dumbbells,Fitness,Asia Pacific,Online,4,128.79,515.16,CUST-2731
ORD-102961,2024-09-21,Whiteboard,Office Supplies,North America,Online,1,41.62,41.62,CUST-3693
ORD-107778,2024-09-21,Ergonomic Chair,Furniture,North America,Retail Partner,3,216.21,648.63,CUST-1951
ORD-107404,2024-09-21,Foam Roller,Fitness,Asia Pacific,Direct Sales,3,17.5,52.5,CUST-3151
ORD-104067,2024-09-21,Mechanical Keyboard,Electronics,Europe,Online,1,70.02,70.02,CUST-3177
ORD-107092,2024-09-21,Bookshelf,Furniture,Asia Pacific,Online,3,79.94,239.82,CUST-2863
ORD-105251,2024-09-21,Water Bottle,Fitness,North America,Direct Sales,1,13.14,13.14,CUST-1759
ORD-103566,2024-09-21,Stapler,Office Supplies,North America,Direct Sales,4,9.06,36.24,CUST-2056
ORD-105438,2024-09-22,Whiteboard,Office Supplies,Europe,Online,3,41.47,124.41,CUST-2661
ORD-102249,2024-09-22,Stapler,Office Supplies,Europe,Retail Partner,1,9.04,9.04,CUST-1467
ORD-103770,2024-09-22,Mechanical Keyboard,Electronics,Europe,Online,2,78.1,156.2,CUST-2516
ORD-107983,2024-09-22,USB-C Hub,Electronics,North America,Online,3,33.16,99.48,CUST-2887
ORD-107391,2024-09-22,Desk Lamp,Furniture,Asia Pacific,Retail Partner,1,25.4,25.4,CUST-1170
ORD-102475,2024-09-22,Resistance Bands,Fitness,North America,Direct Sales,2,14.05,28.1,CUST-3042
ORD-102924,2024-09-22,Mechanical Keyboard,Electronics,North America,Online,2,78.64,157.28,CUST-2615
ORD-102223,2024-09-22,Desk Lamp,Furniture,North America,Online,5,24.39,121.95,CUST-2061
ORD-103070,2024-09-22,USB-C Hub,Electronics,Europe,Retail Partner,3,32.91,98.73,CUST-2391
ORD-107662,2024-09-22,Mechanical Keyboard,Electronics,North America,Online,5,76.8,384.0,CUST-1083
ORD-100776,2024-09-22,Bookshelf,Furniture,Asia Pacific,Online,5,86.86,434.3,CUST-3441
ORD-103368,2024-09-22,Monitor Arm,Furniture,Europe,Online,5,51.34,256.7,CUST-3394
ORD-102340,2024-09-22,Water Bottle,Fitness,North America,Online,4,12.63,50.52,CUST-3273
ORD-104129,2024-09-22,Fountain Pen,Office Supplies,Asia Pacific,Retail Partner,3,23.61,70.83,CUST-1714
ORD-107701,2024-09-22,Water Bottle,Fitness,Latin America,Online,4,12.61,50.44,CUST-3794
ORD-107932,2024-09-22,Ergonomic Chair,Furniture,North America,Online,5,232.38,1161.9,CUST-3387
ORD-101840,2024-09-23,Desk Lamp,Furniture,North America,Direct Sales,5,22.03,110.15,CUST-3975
ORD-102275,2024-09-23,Yoga Mat,Fitness,North America,Retail Partner,4,27.47,109.88,CUST-3487
ORD-101332,2024-09-23,Bookshelf,Furniture,North America,Online,2,88.54,177.08,CUST-1426
ORD-107901,2024-09-23,Standing Desk,Furniture,Europe,Retail Partner,5,343.01,1715.05,CUST-1638
ORD-101058,2024-09-23,Mechanical Keyboard,Electronics,Europe,Retail Partner,5,77.8,389.0,CUST-2135
ORD-107530,2024-09-23,Sticky Notes Pack,Office Supplies,Europe,Direct Sales,3,4.83,14.49,CUST-1875
ORD-102693,2024-09-23,Foam Roller,Fitness,North America,Retail Partner,1,20.13,20.13,CUST-1721
ORD-103007,2024-09-23,Adjustable Dumbbells,Fitness,North America,Online,3,112.39,337.17,CUST-3200
ORD-104034,2024-09-23,Whiteboard,Office Supplies,Europe,Online,4,36.62,146.48,CUST-1865
ORD-106751,2024-09-23,Stapler,Office Supplies,Asia Pacific,Direct Sales,5,8.9,44.5,CUST-1929
ORD-107365,2024-09-23,Adjustable Dumbbells,Fitness,Asia Pacific,Online,3,122.18,366.54,CUST-3703
ORD-104327,2024-09-23,Stapler,Office Supplies,North America,Online,2,8.69,17.38,CUST-3029
ORD-104335,2024-09-24,Desk Lamp,Furniture,Asia Pacific,Online,2,21.42,42.84,CUST-2783
ORD-100499,2024-09-24,Mechanical Keyboard,Electronics,Asia Pacific,Direct Sales,5,76.08,380.4,CUST-2761
ORD-104709,2024-09-24,Webcam HD,Electronics,North America,Retail Partner,4,43.28,173.12,CUST-2379
ORD-103668,2024-09-24,Ergonomic Chair,Furniture,Latin America,Online,4,228.63,914.52,CUST-2413
ORD-101436,2024-09-24,Foam Roller,Fitness,North America,Online,5,18.91,94.55,CUST-1230
ORD-106261,2024-09-24,Stapler,Office Supplies,North America,Online,1,7.88,7.88,CUST-3259
ORD-107633,2024-09-25,Bookshelf,Furniture,Europe,Retail Partner,2,92.62,185.24,CUST-3776
ORD-105806,2024-09-25,USB-C Hub,Electronics,Latin America,Retail Partner,2,36.64,73.28,CUST-2877
ORD-102759,2024-09-25,Mechanical Keyboard,Electronics,Asia Pacific,Online,3,75.87,227.61,CUST-2370
ORD-100953,2024-09-25,Mechanical Keyboard,Electronics,Asia Pacific,Retail Partner,1,82.54,82.54,CUST-3365
ORD-102989,2024-09-25,Mechanical Keyboard,Electronics,North America,Online,5,76.09,380.45,CUST-2030
ORD-105448,2024-09-25,Sticky Notes Pack,Office Supplies,Latin America,Retail Partner,2,4.56,9.12,CUST-2757
ORD-107118,2024-09-25,Water Bottle,Fitness,Europe,Online,2,12.28,24.56,CUST-3505
ORD-106858,2024-09-25,Notebook Set,Office Supplies,Latin America,Retail Partner,1,9.71,9.71,CUST-3332
ORD-101686,2024-09-25,Standing Desk,Furniture,Europe,Retail Partner,4,299.75,1199.0,CUST-1648
ORD-105271,2024-09-25,Standing Desk,Furniture,Europe,Online,2,309.12,618.24,CUST-1146
ORD-104669,2024-09-25,Stapler,Office Supplies,North America,Retail Partner,1,9.41,9.41,CUST-2362
ORD-104742,2024-09-25,Yoga Mat,Fitness,Asia Pacific,Online,4,26.33,105.32,CUST-1330
ORD-103774,2024-09-26,Bookshelf,Furniture,Asia Pacific,Online,2,92.94,185.88,CUST-1409
ORD-107298,2024-09-26,Standing Desk,Furniture,Europe,Online,4,353.1,1412.4,CUST-3652
ORD-107399,2024-09-26,Standing Desk,Furniture,North America,Online,3,298.09,894.27,CUST-3592
ORD-107014,2024-09-26,Whiteboard,Office Supplies,Asia Pacific,Direct Sales,2,36.97,73.94,CUST-2963
ORD-106954,2024-09-26,Water Bottle,Fitness,Latin America,Retail Partner,4,12.95,51.8,CUST-1189
ORD-104190,2024-09-26,Sticky Notes Pack,Office Supplies,North America,Online,5,4.26,21.3,CUST-2179
ORD-103217,2024-09-26,Ergonomic Chair,Furniture,North America,Online,1,197.36,197.36,CUST-2701
ORD-107839,2024-09-26,Stapler,Office Supplies,Europe,Retail Partner,4,8.88,35.52,CUST-3824
ORD-104519,2024-09-26,Whiteboard,Office Supplies,Europe,Retail Partner,3,39.19,117.57,CUST-3910
ORD-100546,2024-09-26,Foam Roller,Fitness,Europe,Online,5,20.9,104.5,CUST-2394
ORD-107800,2024-09-26,Ergonomic Chair,Furniture,Europe,Online,5,230.15,1150.75,CUST-3198
ORD-104615,2024-09-27,Ergonomic Chair,Furniture,Asia Pacific,Online,1,226.68,226.68,CUST-3470
ORD-100472,2024-09-27,Standing Desk,Furniture,North America,Retail Partner,1,334.21,334.21,CUST-1007
ORD-103172,2024-09-27,Bookshelf,Furniture,Europe,Direct Sales,4,80.25,321.0,CUST-3852
ORD-101152,2024-09-27,Foam Roller,Fitness,North America,Direct Sales,1,19.92,19.92,CUST-3065
ORD-103675,2024-09-27,Whiteboard,Office Supplies,North America,Retail Partner,5,34.31,171.55,CUST-1499
ORD-105715,2024-09-27,Bookshelf,Furniture,Europe,Online,1,89.66,89.66,CUST-2004
ORD-105703,2024-09-27,Bookshelf,Furniture,Europe,Online,3,83.05,249.15,CUST-1548
ORD-101740,2024-09-27,Webcam HD,Electronics,Asia Pacific,Online,1,43.47,43.47,CUST-1616
ORD-100993,2024-09-27,Mechanical Keyboard,Electronics,North America,Online,5,79.13,395.65,CUST-2643
ORD-100237,2024-09-27,USB-C Hub,Electronics,North America,Retail Partner,1,31.09,31.09,CUST-1013
ORD-107937,2024-09-27,Foam Roller,Fitness,Europe,Online,5,19.21,96.05,CUST-3502
ORD-100794,2024-09-27,Sticky Notes Pack,Office Supplies,North America,Online,1,4.6,4.6,CUST-3030
ORD-107447,2024-09-27,Water Bottle,Fitness,North America,Direct Sales,1,11.85,11.85,CUST-3932
ORD-101495,2024-09-27,Stapler,Office Supplies,Europe,Online,3,8.06,24.18,CUST-2291
ORD-102565,2024-09-27,Bookshelf,Furniture,Europe,Direct Sales,2,77.55,155.1,CUST-2719
ORD-107629,2024-09-27,Bookshelf,Furniture,North America,Online,1,85.93,85.93,CUST-3359
ORD-102761,2024-09-27,Stapler,Office Supplies,Europe,Online,3,7.81,23.43,CUST-1232
ORD-102716,2024-09-28,Standing Desk,Furniture,Latin America,Retail Partner,2,344.92,689.84,CUST-3444
ORD-101099,2024-09-28,Whiteboard,Office Supplies,North America,Direct Sales,2,39.65,79.3,CUST-1707
ORD-107051,2024-09-28,Sticky Notes Pack,Office Supplies,North America,Direct Sales,3,5.2,15.6,CUST-3974
ORD-106951,2024-09-28,Stapler,Office Supplies,North America,Retail Partner,4,8.06,32.24,CUST-3871
ORD-105746,2024-09-28,USB-C Hub,Electronics,Europe,Retail Partner,4,33.12,132.48,CUST-3076
ORD-106579,2024-09-28,Standing Desk,Furniture,Europe,Online,2,338.43,676.86,CUST-3831
ORD-103219,2024-09-28,Wireless Mouse,Electronics,Europe,Online,4,19.33,77.32,CUST-1163
ORD-100620,2024-09-28,Notebook Set,Office Supplies,Asia Pacific,Retail Partner,2,8.68,17.36,CUST-3296
ORD-105683,2024-09-28,Resistance Bands,Fitness,Europe,Retail Partner,1,14.33,14.33,CUST-3192
ORD-100406,2024-09-28,Mechanical Keyboard,Electronics,Asia Pacific,Online,3,70.92,212.76,CUST-1038
ORD-103324,2024-09-28,Desk Lamp,Furniture,Latin America,Retail Partner,1,22.45,22.45,CUST-2364
ORD-101443,2024-09-28,Standing Desk,Furniture,North America,Online,5,331.62,1658.1,CUST-2061
ORD-100004,2024-09-28,Notebook Set,Office Supplies,North America,Retail Partner,4,9.66,38.64,CUST-1484
ORD-105637,2024-09-29,Fountain Pen,Office Supplies,North America,Online,1,20.05,20.05,CUST-2801
ORD-107972,2024-09-29,Bookshelf,Furniture,North America,Online,5,81.71,408.55,CUST-3673
ORD-105050,2024-09-29,Mechanical Keyboard,Electronics,Latin America,Online,4,69.45,277.8,CUST-3683
ORD-100154,2024-09-29,Notebook Set,Office Supplies,Europe,Online,5,10.37,51.85,CUST-2523
ORD-102998,2024-09-29,Fountain Pen,Office Supplies,Latin America,Retail Partner,5,23.33,116.65,CUST-3145
ORD-103260,2024-09-29,Whiteboard,Office Supplies,Asia Pacific,Direct Sales,5,35.95,179.75,CUST-3670
ORD-100632,2024-09-29,Desk Lamp,Furniture,Europe,Online,5,26.15,130.75,CUST-1016
ORD-102006,2024-09-29,Notebook Set,Office Supplies,Europe,Online,4,9.62,38.48,CUST-2489
ORD-107718,2024-09-29,Standing Desk,Furniture,North America,Online,5,362.7,1813.5,CUST-3585
ORD-103618,2024-09-29,Bookshelf,Furniture,North America,Online,2,79.25,158.5,CUST-2266
ORD-106643,2024-09-29,Foam Roller,Fitness,North America,Online,5,20.51,102.55,CUST-1700
ORD-102933,2024-09-29,Water Bottle,Fitness,Asia Pacific,Online,4,13.36,53.44,CUST-1684
ORD-102660,2024-09-29,Bookshelf,Furniture,North America,Online,5,86.99,434.95,CUST-1687
ORD-100353,2024-09-29,Notebook Set,Office Supplies,Asia Pacific,Online,4,8.62,34.48,CUST-3491
ORD-100090,2024-09-29,Whiteboard,Office Supplies,North America,Online,2,34.85,69.7,CUST-3988
ORD-104283,2024-09-29,Whiteboard,Office Supplies,Latin America,Online,5,38.5,192.5,CUST-1443
ORD-106832,2024-09-29,Whiteboard,Office Supplies,Europe,Online,5,37.83,189.15,CUST-1028
ORD-100434,2024-09-29,Sticky Notes Pack,Office Supplies,North America,Online,2,4.84,9.68,CUST-2145
ORD-101923,2024-09-29,Stapler,Office Supplies,North America,Retail Partner,2,8.73,17.46,CUST-2449
ORD-102317,2024-09-30,Resistance Bands,Fitness,North America,Retail Partner,4,14.93,59.72,CUST-2874
ORD-105520,2024-09-30,Foam Roller,Fitness,Europe,Online,1,17.08,17.08,CUST-3595
ORD-105083,2024-09-30,Water Bottle,Fitness,North America,Retail Partner,4,11.87,47.48,CUST-3853
ORD-103892,2024-09-30,Water Bottle,Fitness,Latin America,Retail Partner,1,12.04,12.04,CUST-1017
ORD-104609,2024-09-30,Stapler,Office Supplies,Europe,Retail Partner,4,7.67,30.68,CUST-1124
ORD-101038,2024-09-30,Whiteboard,Office Supplies,North America,Online,4,41.26,165.04,CUST-2791
